,Id,Price
0,0,158795.12757804932
1,1,215049.7129217758
2,2,237965.8699861365
3,3,362329.1381746358
4,4,140351.44336441145
5,5,209078.63287198785
6,6,156752.96505794377
7,7,221180.0881658658
8,8,301651.05762361153
9,9,189321.21296115257
10,10,281959.5704225811
11,11,228919.88452317906
12,12,150970.6397414722
13,13,188634.3624939319
14,14,98607.52911685218
15,15,184439.25647410334
16,16,404193.54454025277
17,17,171937.28015472917
18,18,209162.64870470055
19,19,242027.3234776744
20,20,211286.15645617695
21,21,140172.7931640898
22,22,223409.76241491758
23,23,152939.809480916
24,24,164760.7702572588
25,25,180147.0513124673
26,26,220630.42408451022
27,27,102090.59185297057
28,28,206464.31359030635
29,29,300534.7050219695
30,30,186578.31872897927
31,31,293843.84024992894
32,32,194769.27537090617
33,33,165971.18352209768
34,34,187923.63258020478
35,35,240586.37863109855
36,36,256675.28161581373
37,37,174862.80513245237
38,38,154707.44140992287
39,39,109246.91746380883
40,40,180935.7892735021
41,41,183021.168642478
42,42,212968.14357202683
43,43,140846.25013620613
44,44,199207.21214625597
45,45,185080.53279370573
46,46,257672.304768647
47,47,249162.62919805027
48,48,269747.5913080359
49,49,176587.96508946776
50,50,130023.36571332172
51,51,422718.0236042934
52,52,251790.60842098328
53,53,178709.91888280842
54,54,176186.95441938977
55,55,125316.98942070467
56,56,119103.58444650537
57,57,326381.9996865611
58,58,124318.49786092015
59,59,108823.98994442262
60,60,278806.41819946887
61,61,244134.91727578445
62,62,202068.96647261348
63,63,323446.669276754
64,64,221294.3961975383
65,65,212245.02249513436
66,66,359625.11674451013
67,67,242745.42610451378
68,68,179593.6193352225
69,69,237883.9551742018
70,70,168086.22405400488
71,71,354809.1573803598
72,72,458704.50559985527
73,73,188103.57942274952
74,74,156971.8872091713
75,75,163500.44441826708
76,76,215189.92420617383
77,77,349203.0512130317
78,78,463875.1972705418
79,79,181662.43163312957
80,80,196872.590866822
81,81,242797.89770066884
82,82,178657.98502009644
83,83,348453.6577744692
84,84,253332.85476369876
85,85,319309.7611926544
86,86,244828.5302671992
87,87,213720.0134853056
88,88,169457.16372784952
89,89,178965.56323404948
90,90,214695.68181888314
91,91,155684.12549499533
92,92,190634.25065987176
93,93,148221.99057406612
94,94,247733.82976898423
95,95,174679.94876325
96,96,272372.0694876641
97,97,207974.74283205208
98,98,131148.1178118528
99,99,156870.25030578597
100,100,164953.43630900964
101,101,200518.10042794835
102,102,180783.5937188056
103,103,189683.32789712577
104,104,215763.92999811243
105,105,170327.6128518553
106,106,184308.22433355052
107,107,197207.34083035143
108,108,169034.7798351407
109,109,124647.39916534314
110,110,235806.32788170865
111,111,129701.83940370961
112,112,241910.62754618906
113,113,148160.81799976277
114,114,317032.3613723353
115,115,215718.5673359722
116,116,161743.38583926918
117,117,81679.21112125959
118,118,162224.05240385776
119,119,262567.017737312
120,120,102445.99501646256
121,121,131679.43209179424
122,122,289117.80866457435
123,123,92298.77435580951
124,124,159513.27541700317
125,125,207327.81530432767
126,126,437377.786744172
127,127,179424.24746522008
128,128,127937.7907758806
129,129,165824.52405134344
130,130,127557.01568538508
131,131,161357.34560046787
132,132,172012.5573448705
133,133,166631.3815702641
134,134,133698.82185128357
135,135,268873.58431384247
136,136,225087.14488264098
137,137,213433.94693040202
138,138,190418.98386394038
139,139,362639.5485427643
140,140,157945.39651215592
141,141,270104.67889764707
142,142,293439.0470916615
143,143,168237.9770347732
144,144,210437.89165482976
145,145,439225.3821307267
146,146,140717.4071374701
147,147,164212.98700042878
148,148,176631.15483651942
149,149,386496.84353726415
150,150,201657.72652104995
151,151,290468.4892921629
152,152,163936.74821361512
153,153,322248.18489941675
154,154,189629.228978675
155,155,204580.01449096287
156,156,155046.41517185234
157,157,135408.61501132016
158,158,154292.42613775615
159,159,201213.17250516277
160,160,107568.98615460667
161,161,412440.38330426416
162,162,307214.8132812779
163,163,231896.01185523087
164,164,98790.9334609371
165,165,163745.5320470342
166,166,211984.8718413456
167,167,84129.58042201767
168,168,190550.43145438412
169,169,185669.41688147522
170,170,235737.52756117794
171,171,123150.7180414551
172,172,188488.63265176187
173,173,207847.0546153957
174,174,73039.99844199493
175,175,245842.47498196462
176,176,199856.8675987023
177,177,240560.66268795566
178,178,304452.31858263206
179,179,200172.80804003574
180,180,254858.0343110673
181,181,184933.30660591993
182,182,183752.99030170788
183,183,343790.86978126527
184,184,389343.1203365649
185,185,181226.83990298107
186,186,274560.2401822843
187,187,131942.04130569284
188,188,394313.799236368
189,189,209197.1492403191
190,190,185529.3481826572
191,191,156302.40236929472
192,192,109910.22575287159
193,193,165250.13383911096
194,194,219250.68948257816
195,195,360180.51288876694
196,196,213309.464697304
197,197,204494.7244560915
198,198,265878.06915255345
199,199,253488.2723586112
200,200,214314.31266601873
201,201,271763.04800788534
202,202,217673.15111184205
203,203,349637.4087091412
204,204,170221.5215319401
205,205,241162.72280018986
206,206,246757.9393001144
207,207,222097.81865338125
208,208,143841.90854290497
209,209,182782.7288619162
210,210,184563.84352986424
211,211,143042.78727935912
212,212,165264.60023545515
213,213,201472.3237478499
214,214,123002.39784456306
215,215,297374.88428622135
216,216,189066.34968390284
217,217,175037.0191859079
218,218,213984.16731759266
219,219,188737.77847009987
220,220,205727.39966712426
221,221,182175.2751778554
222,222,207899.71156419005
223,223,178862.11614291824
224,224,203852.57904770103
225,225,430461.0900987518
226,226,394277.3447998429
227,227,188328.83354172777
228,228,191624.33293222406
229,229,242391.61419618482
230,230,233627.1429818671
231,231,157488.97947594413
232,232,117082.75061118233
233,233,162324.23961601916
234,234,174697.04216085272
235,235,228714.5903569067
236,236,299812.46343799087
237,237,258776.56823304255
238,238,165884.40377157085
239,239,181409.96760590418
240,240,179069.61247412706
241,241,120965.4778846095
242,242,174107.47222837727
243,243,167017.7471029127
244,244,300758.45379442634
245,245,185339.04712739703
246,246,370359.53870844643
247,247,409360.3462374489
248,248,339498.8543251004
249,249,205332.17309627277
250,250,340450.09469493624
251,251,281204.58904916263
252,252,200533.3592746792
253,253,233958.02691632925
254,254,193722.02761040843
255,255,331288.09379527025
256,256,412334.1045561339
257,257,257728.60502732144
258,258,162959.71178004245
259,259,174268.6507025714
260,260,393818.7831193507
261,261,163372.08800234826
262,262,218132.46816497046
263,263,185574.86096777656
264,264,267196.9892760174
265,265,179557.89954177124
266,266,174042.251675771
267,267,366428.7799369306
268,268,195367.25620193218
269,269,334045.0755819952
270,270,276458.85664737655
271,271,361653.96104201267
272,272,178615.6311245585
273,273,187869.96640136722
274,274,275700.3000293403
275,275,520592.49907813076
276,276,196815.36610968862
277,277,260639.5740964653
278,278,377083.9690851047
279,279,198520.82525203118
280,280,231218.82322178732
281,281,229052.94695581222
282,282,144946.81695425275
283,283,207532.10294717774
284,284,133855.41276547805
285,285,175989.0718220374
286,286,208373.1506675878
287,287,207151.79170179897
288,288,190454.92092574085
289,289,264701.6562077576
290,290,194342.25222050914
291,291,166401.02103438988
292,292,140497.08227275673
293,293,145221.04591302935
294,294,229603.15440870685
295,295,188725.7748745028
296,296,185513.37152297006
297,297,74200.98113571208
298,298,221254.50906786398
299,299,168375.70113849797
300,300,215509.72130340812
301,301,143393.98418867117
302,302,192574.02641167725
303,303,186629.92880386586
304,304,320597.2837870775
305,305,241929.46745891505
306,306,186122.60372894348
307,307,189695.5732616851
308,308,203783.25329878504
309,309,122173.65201664927
310,310,198360.02617677712
311,311,233469.59641371464
312,312,159399.10292850732
313,313,222734.92460714476
314,314,184314.83226366452
315,315,185868.8703884213
316,316,178835.5168717068
317,317,534526.2658653939
318,318,189551.545689228
319,319,83883.43501834883
320,320,140345.51534372207
321,321,298258.81007358327
322,322,197953.79227218058
323,323,180557.79292875025
324,324,266832.2636861507
325,325,135313.0894232212
326,326,214748.54354733863
327,327,164101.6022094688
328,328,128693.68041085875
329,329,185491.33974703474
330,330,160861.4840985982
331,331,272493.77374914946
332,332,246728.4844141814
333,333,178386.43320777296
334,334,183839.76358511412
335,335,223500.9096311954
336,336,192289.65605926194
337,337,81848.93719251588
338,338,166132.84825990762
339,339,226831.64221595105
340,340,151622.17041801522
341,341,221407.64030366737
342,342,403854.26312531723
343,343,193346.7656803769
344,344,174836.44746671795
345,345,367747.37856660195
346,346,148806.0895589767
347,347,140259.78507604596
348,348,190853.6747477765
349,349,128475.34476612775
350,350,141853.88264279123
351,351,165098.68023530766
352,352,142380.54824170432
353,353,198077.16773679195
354,354,235044.14441737946
355,355,196880.22228954613
356,356,180035.54508048974
357,357,175859.4417332283
358,358,237953.45805223528
359,359,204507.51387488656
360,360,137808.14480690073
361,361,328802.4138783148
362,362,167746.6333152229
363,363,236510.33975212343
364,364,170519.77008757315
365,365,158370.7291334997
366,366,82234.91984681315
367,367,192361.62330397742
368,368,303740.7577641888
369,369,188505.8515570555
370,370,163657.25079883318
371,371,145059.5905896421
372,372,166882.57933379163
373,373,163895.82992370895
374,374,382724.2585536035
375,375,215778.8960095219
376,376,235714.09282387863
377,377,203040.68368881903
378,378,154988.94469493162
379,379,187197.70958369324
380,380,126660.77799808263
381,381,200171.3252492625
382,382,238653.71052158286
383,383,149646.83563059865
384,384,145817.47985181314
385,385,411420.78368613834
386,386,159411.36892928655
387,387,250565.98937356216
388,388,194570.43667061243
389,389,246295.87765640096
390,390,189367.20425683178
391,391,183390.95554029685
392,392,163589.83249493781
393,393,131559.2636848956
394,394,256551.77401482553
395,395,350845.78615650523
396,396,199008.10076707843
397,397,180014.4282765821
398,398,129205.88059798405
399,399,315368.79529513646
400,400,355943.05906851386
401,401,379816.27540284203
402,402,238141.454329739
403,403,210932.77385176643
404,404,184230.12107609806
405,405,191400.04265017662
406,406,179380.8126774474
407,407,174359.06197975573
408,408,157694.01977602945
409,409,372588.81006324635
410,410,201532.52503832825
411,411,131946.02378766728
412,412,189470.7102215933
413,413,187996.41743959655
414,414,206990.33507369747
415,415,191455.01893640557
416,416,169371.61157427315
417,417,156442.28530973225
418,418,277717.1080547385
419,419,373181.3787438871
420,420,257438.94981630027
421,421,216945.53958052874
422,422,119700.60200476907
423,423,291646.2800531515
424,424,188857.78329838158
425,425,161372.43668290589
426,426,139826.075201284
427,427,191056.46834595976
428,428,186395.70267229746
429,429,313270.9858790384
430,430,157680.3911147684
431,431,222733.71689658237
432,432,306523.2640735877
433,433,158854.5932264739
434,434,198572.53937707894
435,435,162670.84639727476
436,436,244956.84696353093
437,437,181802.93820653405
438,438,211920.15792077561
439,439,196753.2197613687
440,440,212185.35235076136
441,441,152456.1727253357
442,442,299798.7515550094
443,443,98772.42787950292
444,444,322629.3189258661
445,445,318542.8266054926
446,446,190331.2384626288
447,447,123789.2397384598
448,448,257772.76242798622
449,449,212443.7626068298
450,450,198755.95714634407
451,451,174327.28307892804
452,452,341952.8726663394
453,453,185071.58358942028
454,454,175107.84354319406
455,455,170519.70130264031
456,456,233828.51727458255
457,457,174973.88656488754
458,458,285878.3132681454
459,459,228023.00026778714
460,460,260608.25082716605
461,461,267405.4858773815
462,462,151540.67891680152
463,463,150348.13563355277
464,464,221175.23785758883
465,465,139559.62653774885
466,466,387657.3192599625
467,467,297224.09050422115
468,468,156509.75064441958
469,469,246549.6974630438
470,470,184756.58828195496
471,471,321389.4719454022
472,472,185961.0246953813
473,473,177821.9991394002
474,474,437042.18883166264
475,475,183232.0790527813
476,476,247376.60438575983
477,477,205476.3332286235
478,478,171472.4962505183
479,479,240347.85513686857
480,480,234413.07897191457
481,481,240611.13414623734
482,482,149380.03070058543
483,483,134810.96909299862
484,484,105071.69034033222
485,485,301496.7073815429
486,486,177502.56555329956
487,487,240740.325767865
488,488,188506.28925801042
489,489,299433.0915496114
490,490,116630.67204614516
491,491,162412.27401458833
492,492,240793.77037720024
493,493,209560.34797633963
494,494,193458.37338748045
495,495,272514.11347745295
496,496,405377.0359106992
497,497,80515.36289167906
498,498,243774.65936456123
499,499,407698.9563066002
500,500,245229.4646615097
501,501,211799.9576804466
502,502,319174.3459531677
503,503,210863.08878626762
504,504,204507.51387488656
505,505,231156.88604151751
506,506,208845.71548282276
507,507,239362.17530542743
508,508,176545.15023379956
509,509,275991.19361793704
510,510,249898.66186015485
511,511,165724.6401337925
512,512,114972.87999574466
513,513,216034.0917472103
514,514,323739.6882503035
515,515,203963.4810195959
516,516,235442.85395162296
517,517,290152.2480392868
518,518,167750.66191480003
519,519,165553.42259026435
520,520,184861.95778826514
521,521,96222.62078615015
522,522,354978.83083771274
523,523,444441.2811356645
524,524,288293.4685062198
525,525,185001.0577646177
526,526,207756.37421042233
527,527,220150.97348574427
528,528,423033.6553788321
529,529,171272.40566596814
530,530,156052.9583250613
531,531,182144.83901441228
532,532,133347.04234458558
533,533,129252.77905109855
534,534,301365.2012190134
535,535,233517.14819791712
536,536,148939.0889953991
537,537,252304.92981793443
538,538,184387.21894599282
539,539,125477.29392804169
540,540,173995.32512918973
541,541,175339.4588385286
542,542,522203.01844252774
543,543,104692.66198409638
544,544,178208.372445888
545,545,123145.62041600673
546,546,191358.94151769747
547,547,160572.98926332616
548,548,331452.59019692364
549,549,169504.19352527533
550,550,314430.54080352746
551,551,198817.8639081214
552,552,149140.91697273686
553,553,335745.5013440497
554,554,148671.14837506798
555,555,235520.91592407695
556,556,174264.64890691615
557,557,115426.45984905973
558,558,176471.77685869238
559,559,209881.05692160892
560,560,186304.29450781172
561,561,175652.7698170793
562,562,136334.33391236982
563,563,443062.2958852034
564,564,200767.45176123636
565,565,114219.78713505073
566,566,196339.16791451944
567,567,184307.38557149484
568,568,143433.2522193821
569,569,550150.3118644485
570,570,83520.5977048912
571,571,324606.0034210685
572,572,141299.16806576843
573,573,346261.0955707119
574,574,146958.97764028097
575,575,357646.874099451
576,576,178806.3642947624
577,577,183255.85789678255
578,578,286114.53161181504
579,579,114302.55032157473
580,580,197415.9737716809
581,581,165209.05953932359
582,582,330794.46058589267
583,583,124135.37068841787
584,584,427020.1995004475
585,585,343832.8778219308
586,586,287213.5929314142
587,587,199066.45911499168
588,588,203783.25329878504
589,589,202918.4831344142
590,590,162697.45664393523
591,591,227533.21491441177
592,592,196611.6583486611
593,593,216110.8223072162
594,594,232075.1208273171
595,595,228919.7449219573
596,596,205023.22937781867
597,597,257524.77804888805
598,598,172902.21210526626
599,599,177228.56391461645
600,600,318711.9084604505
601,601,310137.5093749047
602,602,199248.56979815467
603,603,118213.68511352173
604,604,193242.33783683716
605,605,113259.76777644634
606,606,192458.26518155786
607,607,217073.73389862545
608,608,156890.0810468684
609,609,160602.4291052339
610,610,191503.99191235614
611,611,180875.4562288138
612,612,203117.64573227955
613,613,142116.2163336103
614,614,180919.90366296563
615,615,175864.45189684432
616,616,156188.02772944188
617,617,262649.4216902028
618,618,229636.604934512
619,619,271443.86725761136
620,620,261202.40731201266
621,621,195033.0713886836
622,622,266306.8759238048
623,623,443692.4975816959
624,624,152585.78756439785
625,625,195039.14053908826
626,626,161745.13781337367
627,627,125830.24225165058
628,628,143433.2522193821
629,629,245842.58979960243
630,630,174589.9291674418
631,631,172533.35072543932
632,632,88245.49815591109
633,633,164262.2532238556
634,634,157501.6678116847
635,635,192188.77114155097
636,636,145039.97950461745
637,637,371239.64746275503
638,638,173015.83730186624
639,639,230294.31170046268
640,640,146842.47237063848
641,641,136836.989187323
642,642,147853.13165560004
643,643,240925.08857751315
644,644,129577.66269565221
645,645,158374.55415676237
646,646,149926.02001381712
647,647,355292.7233764344
648,648,142210.2637425185
649,649,182755.48073564624
650,650,150116.6598315806
651,651,162399.6482595456
652,652,139011.4353381124
653,653,219442.0556022898
654,654,272003.93644886813
655,655,176034.0817981439
656,656,182664.52728194327
657,657,97209.45601186369
658,658,219680.20885283226
659,659,128726.16556159893
660,660,155358.19820872316
661,661,270378.7577438448
662,662,210320.69944322627
663,663,107729.740853037
664,664,318685.2320102324
665,665,144967.82698865753
666,666,199014.7977104682
667,667,304366.5843712088
668,668,133139.50464779267
669,669,180542.56087471198
670,670,174790.02958464075
671,671,303126.2347962273
672,672,223261.9652861052
673,673,199788.2858063609
674,674,174015.108080301
675,675,104922.58373354877
676,676,447524.2150059836
677,677,193836.86553150116
678,678,118822.52511929486
679,679,276194.0518796003
680,680,349165.28355444444
681,681,185657.3468518203
682,682,198664.19270901472
683,683,145040.36529590728
684,684,177754.83771368186
685,685,152758.25365147032
686,686,175871.03233049434
687,687,186909.88979010118
688,688,174205.010377441
689,689,200750.6694674361
690,690,427710.853367926
691,691,255067.16196785396
692,692,137909.949583779
693,693,189973.01591426707
694,694,121614.24121042683
695,695,196750.90158955305
696,696,182705.33930716472
697,697,149936.5603179504
698,698,126773.45048150755
699,699,118852.92998853535
700,700,247394.26469714564
701,701,155284.1084754208
702,702,355580.4041159161
703,703,234139.9430181525
704,704,203319.69760882485
705,705,206763.39614598645
706,706,182521.91497457842
707,707,256146.66397367258
708,708,160906.4453793309
709,709,425852.3953672103
710,710,317289.74819464464
711,711,182159.22789156076
712,712,347397.25898594747
713,713,104272.98254022693
714,714,225871.96843369244
715,715,67973.2016902272
716,716,156909.08800631555
717,717,242448.12332314646
718,718,357012.4273393714
719,719,291146.5710806639
720,720,470313.9110055517
721,721,163726.3290546768
722,722,136190.40629430756
723,723,124184.77020022958
724,724,192031.00666470712
725,725,394392.24872872804
726,726,195285.002326959
727,727,168502.90259510317
728,728,392454.8283719079
729,729,180701.09723623283
730,730,101392.196916609
731,731,265366.1256037358
732,732,191237.16262432112
733,733,185527.67231271483
734,734,212623.9624492608
735,735,173723.90350392283
736,736,115768.09013554003
737,737,148193.24444724742
738,738,179935.76146345132
739,739,197019.87304368961
740,740,328337.2173148017
741,741,198891.42090048327
742,742,278176.6620957131
743,743,185738.49171256673
744,744,203991.8080414256
745,745,321787.4806830495
746,746,317545.6004354015
747,747,203729.9183389281
748,748,220024.26395043771
749,749,227067.9485867027
750,750,359114.1825805059
751,751,153150.95941936984
752,752,318541.8231798288
753,753,112420.78644872915
754,754,295661.9175301347
755,755,114751.69517264495
756,756,178672.28365395844
757,757,196243.4693973951
758,758,222230.76968250802
759,759,196835.20196809765
760,760,169830.42280091395
761,761,409584.0805318219
762,762,323383.87183560734
763,763,212954.00847354764
764,764,349552.33774896315
765,765,184368.31736484892
766,766,171001.77905642948
767,767,120635.74532747494
768,768,304459.2654303984
769,769,210017.45595695858
770,770,356551.52133117494
771,771,315268.3278365524
772,772,200253.228165014
773,773,156063.89163432925
